"","cs_dep2023","2040","2060","2080","2100","fs_dep2023","2040","2060","2080","2100","cs_ndep2023","2040","2060","2080","2100","fs_ndep2023","2040","2060","2080","2100","ns_dep2023","2040","2060","2080","2100","ns_ndep2023","2040","2060","2080","2100"
"66",14027.356125034,7856.65250694693,4417.01881120068,5031.21272970131,6352.84056059314,30924.4994186104,29066.2927366559,23990.5969719405,25319.0968730688,29443.2562361883,174319.409891139,73191.4228478232,28268.2161528624,16845.6039616944,19460.0529910921,435184.878380819,359258.433810564,241768.148182471,150654.812196108,167968.791254397,39160.3743344198,64057.3079171637,98925.4989362763,174160.40531123,200908.577734314,674271.017482346,980034.176251094,1222322.17409729,1280816.08937133,1413742.346814
"67",11997.2902219793,7233.48747498731,4263.58540385614,4660.62091263991,6002.26403485856,28457.0637237491,27271.2399656933,24091.8816439559,24454.0928009478,28659.1743669998,166724.454483125,73744.8486496897,29948.4963340709,15878.7778352486,18473.0288579997,422697.85532873,352309.908393152,258637.284347536,147966.688745383,165655.286093219,37304.3707831837,60450.0697513751,90573.8578724881,169155.049221245,196549.652963017,667983.283769022,957339.543216949,1189079.27310743,1260264.6477105,1395464.76156263
"68",9946.03581111738,6566.31324145513,4056.50649880136,4258.50833934277,5609.55992291531,25884.0062527796,25606.3182866804,24134.358293242,23525.8618830912,27823.1576238375,158360.498089008,74777.5836505265,31115.1958660139,14929.7011130183,17499.5293146624,408019.838585221,347837.117641879,271822.304393918,145023.686604359,163131.774942823,35318.3136481314,56363.828761386,83926.780253355,163526.827089854,191611.156491835,663023.985505691,930288.146466403,1153310.06545192,1238302.31013309,1376216.80249126
"69",7896.54130207928,5828.76739718552,3757.74827073819,3835.61009822098,5182.75669897687,23088.8850100608,23891.2821045091,23791.2944862304,22503.7577885953,26896.4946846098,149652.759384482,76135.8478711643,32218.296571845,14015.8323654336,16553.9605258768,391795.037543545,345088.893328941,284362.935111885,141851.289392136,160405.618477373,32897.1916813744,51663.0681332988,76714.1375419767,157049.590742803,185817.967480786,658293.102009845,899949.600158196,1117951.53774035,1215123.92768843,1356053.51866945
"70",6116.69809512763,5074.6430551778,3399.73049191605,3410.21377983295,4738.47583154,20476.1459729682,22225.9188061684,23178.2056360671,21439.9851407021,25923.3763633112,140988.411728425,77510.6147378032,33162.1973225602,13135.0924495721,15628.194352961,375353.227552547,343000.705401671,295594.829814423,138434.763474773,157405.7021159,30517.8238801265,46944.3644841414,69697.217806922,150272.062621798,179683.236959384,653164.952401559,866395.302286742,1082625.92175956,1190476.11632722,1334254.88422985
"71",4601.25148687867,4312.80146604157,2999.69381919474,2991.79368412978,4284.82396167473,17987.642940764,20542.9699570325,22296.6800968196,20336.0868149438,24893.649998538,132507.924704881,78799.097697194,33878.1310296747,12292.5085224145,14722.276716257,358864.624366781,341365.202405408,305058.858866151,134816.921131183,154113.703814601,28020.1388028499,42239.8252547377,62988.3039237991,143223.305826113,173162.911879512,645608.368831749,831377.725588885,1047920.41122263,1164678.07506471,1310631.00769024
"72",3403.78246423217,3574.44757611843,2618.57611352084,2585.15219645787,3829.71250987011,15760.4039088525,18860.3211839738,21504.2784207735,19170.710006981,23800.6992993742,124965.791337836,79897.4298534738,34071.0844742488,11477.9333646308,13837.5195337594,344093.028099124,339892.6142044,311091.994192327,130873.944661081,150518.191179919,25517.3537993486,37634.7210183773,57640.6991611255,135762.199315888,166228.808704773,636072.058099592,794634.347197111,1010463.95034713,1136604.88801409,1285052.12137686
"73",2442.56561573469,2875.67903890523,2220.38936315129,2198.57871245928,3380.53428129186,13680.5280410767,17136.4083821552,20404.8063924076,17954.056758471,22640.0618518378,118259.25981167,80787.9154759271,33906.6862629634,10698.806543362,12975.4455675909,330934.746853232,338476.195432251,313980.158596674,126673.906710075,146607.435473609,22859.3813732506,33092.4857510305,52540.0084745113,127962.056540492,158859.817312762,622751.408763525,756194.659458523,975303.989780918,1106778.02676305,1257379.84344469
"74",1684.76796104779,2253.05069676531,1841.58607154058,1839.9368124008,2945.86669598141,11667.3250215162,15464.573379446,19175.1704263735,16698.8603874103,21412.6244658969,112053.040662857,81509.3056969526,33691.7174784794,9963.39153303959,12140.9381273608,318393.25701338,337463.8085552,316289.752191403,122291.633941903,142387.257053851,19933.2595164563,28799.5704009089,47442.9490376648,119883.233019137,151041.006183455,602648.458286611,716885.780410287,938835.504352711,1075666.98603063,1227514.7974408
"75",1142.03012041586,1705.38954790464,1492.39954689437,1512.2240106159,2531.63578108823,9950.74907270652,13771.9864573282,17835.9344418403,15403.4559100703,20121.7430141854,107091.482111286,82002.3088907308,33444.6507204073,9268.19991271411,11337.2518105435,308927.492321677,336543.104446176,318062.261373089,117698.234278403,137877.827802044,17195.6819706304,24657.6611598617,42397.0561829487,111503.73418256,142792.641124236,581039.92286173,676387.755908455,900929.41441131,1042938.8962454,1195577.23376292
"76",693.311703641504,1237.29915023213,1180.20549966826,1218.04530885712,2142.05712766141,8021.76164206054,12036.2955926737,16404.3219948035,14074.7719831561,18768.0589573573,101545.143130015,82115.7573464344,33211.8915041807,8613.51356515986,10565.1867195298,297855.303599569,335170.272072654,319398.7078233,112918.577176484,133078.425906567,14006.4240222725,20680.004507212,37482.2783907086,102859.096919917,134112.491914353,551720.396522128,634536.097240051,862561.085218386,1008725.40225296,1161510.41375898
"77",483.652620965122,861.997567408521,903.274047863921,958.525231195228,1780.02558615925,7028.53566732074,10364.5136712738,14811.9380659404,12717.2986213919,17349.3776018219,98817.3665914975,81849.8641429183,32881.3238528486,7996.75135875607,9823.21337393051,293793.558583053,333630.314623805,318988.264928724,107950.57966714,127963.787579412,12115.4866330532,17114.4874062455,32704.587518009,93963.5491639358,124974.499267747,529048.76906558,594490.344578264,824042.888579897,972910.968740447,1125042.00952672
"78",259.933918478836,569.298419193942,664.776894364117,723.283915091132,1447.83115975218,5366.59944256984,8712.22221320789,13066.0407013361,11158.9797197193,15864.3732415117,93271.3853031579,80795.2073131692,32369.3062063853,7448.04592832759,9109.55236164467,283010.278866189,330315.455813281,315826.265685318,102756.875364745,122507.291876184,9274.75577372167,13921.5053900997,28180.5523544725,84439.8850760538,115354.165144727,493874.916200269,556158.432091182,787000.846105971,939183.68365872,1085876.7644277
"79",141.343675175162,351.755729721678,466.236241262859,525.833836320896,1147.58156836385,4190.42508985334,7086.60375389766,11183.7738977188,9587.52014625936,14314.8850511669,88855.0264188713,78760.6135152941,31595.2699503509,6943.24509137387,8423.06617728017,275609.385145745,324458.2519851,308909.156109304,97506.8278442659,116692.775846088,7195.9371238342,11096.679872511,23952.2698451104,74741.3417869482,105243.592883268,462957.739214896,520739.088462568,752553.35826608,905092.833208607,1043787.29469957
"80",65.7349833477738,202.385556208863,308.623237705152,364.529911264194,881.792104085141,3039.21377905439,5579.9362674084,9225.73301609373,8007.06766374072,12710.5884187984,83429.2513711963,75657.5704005978,30494.5102311155,6485.61593405868,7764.44570231153,266149.242974434,315758.265339816,297483.355432773,92287.451204207,110533.762947644,5233.38926689068,8711.60668997304,20061.6704957158,64843.2452149444,94681.9610138774,429805.891019623,489584.040583727,721699.738886628,871522.480943657,998751.30807094
"81",31.2009385257012,107.476303305881,190.959494123661,259.011959293206,652.823819734909,2234.13432658666,4213.69469623175,7293.52827335459,7019.28760101941,11068.7150328375,78905.9392829956,71512.182590529,29065.3150054759,6629.45308732772,7134.53518062442,258544.701046948,303881.799936268,281636.806450062,95193.9303832039,104061.772671509,3855.49479537786,6703.66483680641,16527.4046827793,54119.1978240317,83752.4476265581,401282.427790358,462945.19641321,695087.405124095,831987.669788897,950833.559914694
"82",12.0476110196014,51.1624565661172,109.407098584612,172.071278325667,462.447017836925,1496.03990283192,3027.21055324025,5510.15575497255,5914.0336972552,9418.3532980553,72821.5457118504,66501.9759901604,27417.3019431512,6848.99094114191,6535.85698882249,247101.933721907,289527.802828225,263005.227534206,98938.4822305457,97360.6928114554,2638.9942587129,5018.36600473069,13286.4331799972,43373.6767848719,72616.1950617136,371142.302914933,440312.924945776,670425.057044473,799294.475400967,900499.773747433
"83",3.97141105123032,21.2787423197427,57.4296448641564,108.349756904873,310.961414964757,939.677990666815,2042.59240665865,3971.06759120764,4878.70287281507,7797.61716484869,66314.4708319465,60624.7573464654,25677.3494794624,7208.17544106458,5970.65795313294,234223.666711651,272140.645488546,243465.26571388,104934.373302861,90548.7396600812,1728.00393196192,3605.11037221224,10330.1502037546,32767.0007917443,61496.1407181625,343831.370226944,418763.678470287,645350.148322345,777421.267011652,848474.414319956
"84",0.9911752579253,7.34670376526303,26.7043673167393,59.9350993347475,191.482435433795,544.605344812431,1296.30369143204,2729.00991816657,3724.68709103538,6153.1663380847,59255.7113262144,54407.9289882704,23927.5816368429,7821.30566209534,5345.01366711008,219899.668324781,253949.067030855,224692.630780094,114626.294983585,82429.1635973318,1070.74382986723,2484.30073327896,7706.58523432684,23364.2455683807,49854.8808210812,319759.316607628,399747.588246332,618370.577534553,765420.969752753,782871.861313759
"85",0.166536923532129,1.9612611662516,10.6176214832706,29.314396540197,110.265157449224,284.922981644993,760.05293330966,1776.85939216774,2699.54730569103,4777.96329234387,51627.4694308109,47901.2816174781,22242.1846799723,8355.9080458805,4867.76879260829,203049.653725588,234482.266585475,207721.38346957,124823.249499962,76334.7327818701,616.807442992717,1613.22045471274,5446.97623183585,15911.2915685172,39983.7669360132,296559.747109041,380798.983600852,587807.705017419,750562.374051096,734872.32581311
"86",0.0159675663787358,0.36067603569447,3.43923760229599,12.8053929969796,56.8277863649934,135.130797598253,404.834027139566,1091.71012980786,1894.70709001032,3547.07716174741,44223.2762452877,41348.9274313358,20671.4056422757,8695.17364264615,4408.83964473579,185365.713519513,214255.355620174,193237.47893071,132053.616498941,70435.174782553,332.655913757607,971.856766290412,3616.47270927728,10609.1720740287,30858.2280730187,275506.50143778,361148.766623835,553415.017429316,719972.810430537,687040.255535431
"87",0.000568154751597908,0.037254808361095,0.826869745682364,4.71160515805016,25.4291677795168,53.18149242996,193.491958629352,621.183597928166,1278.81291840253,2495.90669856333,36550.7155954637,35005.8521627827,19125.4571793965,8704.59398472625,3964.87599178521,165633.475374279,194039.97390233,180480.676146233,136094.116468788,64819.6219102362,155.839998094404,536.853519643252,2223.14965224293,6891.28549500757,22754.8357636058,253978.636231551,340386.472583235,515486.3964899,675988.952852108,640062.229068484
"88",5.00147175493548e-05,0.00141021089735822,0.126105842782801,1.32547332793666,9.46330487080315,17.6080848850926,80.9189348297074,321.902903312872,800.169868077452,1647.37920759104,29502.0103581721,29040.6704283557,17532.0455007955,8379.69230302776,3532.60314132786,146079.692674991,174062.385788068,168755.197524341,136339.771567564,59543.1601873577,64.3295216628708,265.988613501503,1252.46038558741,4269.60338956301,15896.9647955353,233704.618990872,317598.606046174,475157.388822282,627017.599265163,594485.518289558
"89",5.28636220861788e-06,6.17040888652435e-05,0.00876846671510789,0.248688567760558,2.74325966123513,4.85632061996464,29.0130100423393,148.333640381822,451.939193472256,1007.09546271495,23142.6104651944,23696.4136347412,15838.7254694173,7913.8642342828,3110.21220892976,125650.333834957,155142.815398035,157396.243977086,135396.468588847,54616.7020201436,23.8072591940404,116.217701823155,636.49741935951,2437.18312466507,10416.0171309438,215777.165939544,293105.6561643,433201.970355457,578863.70737622,550632.994368663
"90",2.82068730070091e-06,-8.50420783461563e-06,0.000225259703070947,0.024001042975187,0.554228230279777,0.946044159191891,8.5410404742329,58.9132919169908,225.588882969849,561.342100151355,17402.6506261619,18995.3930813593,14020.4178340681,7298.1623233935,2698.7638863137,105699.209717218,137348.806964787,145830.686355344,132852.679841408,50012.8863043956,6.7969802198569,43.3357802610591,285.854335426942,1263.14016966911,6322.81024935872,196486.621169961,266605.206742633,390235.779977769,531197.971579098,508626.86109445
"91",-8.75725772889449e-08,6.07748267583998e-06,-4.3386029208455e-06,0.000694883600966251,0.0624016263403823,0.14051389214326,1.94501366911969,19.3533131107776,96.8177322440607,279.519845100308,13067.8699632926,14895.030421244,12116.2243630081,6544.29255043628,2301.79612875479,89098.8583783916,120336.63035711,133946.19842348,128396.43535304,45667.2103125734,1.61389791057107,13.2043538296712,110.406231142519,583.418757611909,3501.19914627128,179513.102026297,237555.73498286,347493.275740888,483922.847540519,468303.333225516
"92",-2.54477903328338e-08,-3.03151699073187e-06,6.76771504324553e-06,3.96216634312543e-05,0.0022509873316707,0.013645376583119,0.323617206442558,4.98371678803434,34.970379426703,120.84498414386,9481.1441608577,11474.3948902093,10178.565972867,5630.13667692418,1922.16412667922,73279.257188989,104869.790785158,121578.933162309,120748.601735286,41444.0829402828,0.281839634202125,3.18298549966433,35.3904637647918,238.264139436689,1731.2041359131,160080.168491513,208486.812703345,305088.830289571,433540.892240994,428728.400717526
"93",4.44022196427987e-07,2.16540299423359e-06,-5.17441035819854e-06,-1.00917789960342e-05,0.000106510107297876,0.000698478818986085,0.0337243874295656,0.927375393391729,9.89121896357391,43.6793684775486,6481.40555582197,8520.94836373297,8285.99561229385,4672.74343824001,1567.40312343416,58190.7506830572,89709.6152952178,108848.872346115,111088.790952503,37286.9274853685,0.0298651886000157,0.540353974956474,8.92335620751541,81.6439921290002,744.206476653148,137983.106683667,178396.57875023,263628.057459278,384941.117794622,389620.237563128
"94",-7.58184958828552e-07,-2.04730447916711e-06,5.02243258788029e-06,4.67825417797849e-06,-2.90296400089526e-05,1.86830604224987e-05,0.00230753402963833,0.112346050140327,2.03887053326297,12.4979467665888,4382.44492139809,6272.64017084333,6513.9052981281,3761.63740886032,1244.42936871208,46040.724763173,76729.111449572,95958.3398010852,100633.515290626,33166.1001824439,0.0020706037995018,0.0662377500592236,1.65120479880189,22.1956128869437,268.041341855545,117806.539910898,151187.075802301,223839.340376216,336954.911866133,350769.839547914
"95",2.3419098953497e-06,1.66218978337299e-06,-5.87406736419256e-06,-1.98503534089416e-06,1.60742637818492e-05,4.53673457113488e-07,6.3812860107098e-05,0.00793482905780577,0.273378254338059,2.60634387834844,2756.31272988313,4316.51924060296,4922.49329117772,2926.96610231845,958.007421807956,35044.4454966255,63242.4790656671,83102.5441942169,89578.3186910639,29066.0349708872,6.53348253906082e-05,0.00445025874665064,0.201766144959472,4.44239760169803,76.6599826920962,96865.3831887237,123418.210266826,186340.783696369,290095.195929641,311920.355741743
"96",-1.88120292760551e-05,-1.21689793678312e-06,7.92828382645432e-06,1.08738794816451e-07,-1.06866882446431e-05,2.24341182135065e-07,4.65517814139046e-06,0.000270739597876286,0.0211858955399587,0.350577945823573,1679.72856072291,2868.70276629867,3552.71343396002,2194.53096304319,712.075078774391,26323.582533095,51426.038275371,70438.3248437096,78208.6789622794,25027.6670378358,2.11349246830676e-06,0.000159178752493036,0.0146506006719058,0.589144906035547,16.0925670842091,78402.2997633711,99120.198527362,151684.98562981,245368.815339888,273290.443751637
"97",-5.52499950360326e-06,-1.30890785441308e-07,-1.19356819241726e-05,1.75990565712432e-06,8.79943808549105e-06,1.31595614545119e-07,-2.45379031449706e-06,9.99568063571492e-06,0.000838381955886097,0.0266401292193751,963.328952574829,1788.3408843062,2435.35428871371,1572.0675437515,508.382938973819,19129.7046511095,40511.0027029341,58300.9404203849,66559.9654969993,21113.3700972388,-8.37115431598347e-07,4.92823482854795e-06,0.000556785918197924,0.0461168090253927,2.20898699771189,61384.0445044804,77349.6955966102,120960.621097805,203553.017388741,235301.906083823
"98",0.000212086471901254,6.15155848721929e-06,2.09348667725822e-05,-5.09734637136831e-06,-8.38151765858638e-06,-3.83830692779903e-06,1.84372127751243e-06,-4.81398756343682e-06,5.59218538544938e-06,0.0010458067238756,512.450625904988,1061.42493841431,1567.76429815195,1066.73730088878,348.99153658871,13437.0627620027,31220.3411036333,46782.4066441606,54895.4232362866,17523.0095322785,5.27334395893777e-07,-1.56952564553429e-06,1.17815475049219e-05,0.00193112452588013,0.173808560841858,46622.0022844682,59280.336446193,94299.5374845862,165562.602915379,200025.838752945
"99",0.000664065334614554,-2.74652413636185e-05,-3.89525202399881e-05,1.3177967887154e-05,9.01681436745227e-06,-9.65213920708308e-06,-1.21496563163768e-06,4.6675782649001e-06,1.63922516941555e-06,-1.51558577212041e-05,259.126854211518,576.606748970653,938.206342245755,679.021234790839,227.57701749374,9256.13904349108,23007.5298977575,36208.1521341265,43603.0759616753,14192.0015560768,-7.94285336544116e-07,1.21138678805593e-06,-2.12668963111555e-06,1.27361208445606e-05,0.00729684691562638,34747.8708151597,43967.6722420043,71882.7129147696,131939.243827294,166592.92058878
